id,image_id,question,relevant_articles,question_type,choices,answer,file_name
train_178,train_3_25,"Biển báo có hình chữ nhật, nền xanh, hình màu đen, có đường gạch chéo màu đỏ là loại biển báo gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.21'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}]",Multiple choice,"{'A': 'Biển báo hiệu lệnh', 'B': 'Biển báo nguy hiểm', 'C': 'Biến báo cấm', 'D': 'Biển báo chỉ dẫn '}",A,train_3_25.jpg
train_179,train_3_25,"Biển báo hình tròn, viền đỏ, nền trắng, hình vẽ màu đen, có đường chéo màu đỏ thuộc loại biển báo gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}]",Multiple choice,"{'A': 'Biển báo chỉ dẫn ', 'B': 'Biến báo cấm', 'C': 'Biển báo nguy hiểm', 'D': 'Biển báo phụ'}",B,train_3_25.jpg
train_180,train_3_25,"Nội dung của biển báo hình tròn, viền đỏ, nền trắng, hình vẽ màu đen, có đường chéo màu đỏ,ở bên phải hình là gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3'}]",Multiple choice,"{'A': 'Cấm ô tô', 'B': 'Cấm ô tô tải', 'C': 'Cấm mô tô', 'D': 'Cấm xe đạp'}",A,train_3_25.jpg
train_181,train_3_25,"""Xe ô tô không được phép di chuyển trên đoạn đường này trong khung giờ từ 6:00 đến 22:00"", đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3; 41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Đúng,train_3_25.jpg
train_182,train_3_25,"""Xe mô tô không được phép di chuyển trên đoạn đường này trong khung giờ từ 6:00 đến 22:00"", đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Sai,train_3_25.jpg
train_183,train_3_25,"""Biển báo có nền trắng, viền đen và chữ màu đen trong hình là biển báo cấm."", đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Sai,train_3_25.jpg
train_184,train_3_14,Nội dung biển báo trong hình là gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.23'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}]",Multiple choice,"{'A': 'Cấm rẽ phải', 'B': 'Cấm rẽ trái', 'C': 'Đường cấm', 'D': 'Cấm quay xe'}",A,train_3_14.jpg
train_185,train_3_8,Biển báo này thuộc loại biển báo nào ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Multiple choice,"{'A': 'Biển báo nguy hiểm', 'B': 'Biển báo cấm', 'C': 'Biển báo chỉ dẫn', 'D': 'Biển báo phụ'}",B,train_3_8.jpg
train_186,train_3_8,Nội dung biển báo trong hình là gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Multiple choice,"{'A': 'Đường cấm', 'B': 'Dừng lại', 'C': 'Cấm đi ngược chiều', 'D': 'Cấm đỗ xe'}",C,train_3_8.jpg
train_187,train_3_22,Biển báo cấm xe ô tô rẽ phải có hiệu lực trong khoảng thời gian nào ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.11'}]",Multiple choice,"{'A': 'Buổi sáng từ 6:30 đến 8:30 mỗi ngày', 'B': 'Buổi chiều từ 16:30 đến 18:30 mỗi ngày ', 'C': 'Từ 16:00 mỗi ngày', 'D': 'Từ 19:00 ngày thứ sáu tới 24:00 ngày thứ bảy hàng tuần'}",D,train_3_22.jpg
train_188,train_3_22,"Biển báo hình chữ nhật, nền viền trắng, nền xanh, chữ màu trắng trong hình thuộc loại biển báo nào ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.11'}]",Multiple choice,"{'A': 'Biển báo cấm', 'B': 'Biển báo nguy hiểm', 'C': 'Biển báo hiệu lệnh', 'D': 'Biển phụ'}",D,train_3_22.jpg
train_189,train_3_22,"Khi di chuyển trên đoạn đường này, khi có cả hiệu lệnh từ người điều khiển giao thông, biển báo hiệu và đèn giao thông thì người tham gia giao thông cần ưu tiên thực hiện hiệu lệnh nào ? ","[{'law_id': '36/2024/QH15', 'article_id': '11.0'}]",Multiple choice,"{'A': 'Biển báo hiệu', 'B': 'Người điều khiển giao thông', 'C': 'Đèn giao thông', 'D': 'Không cần ưu tiên hiệu lệnh nào trong các hiệu lệnh trên '}",B,train_3_22.jpg
train_190,train_3_22,"Biển báo hình chữ nhật có nền trắng, chữ đen, viền đen phía dưới biển báo cấm thuộc loại biển báo nào ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': 'Biển báo phụ', 'B': 'Biến báo cấm', 'C': 'Biển báo hiệu lệnh', 'D': 'Biển báo hiệu lệnh'}",A,train_3_22.jpg
train_191,train_3_22,"Xe ô tô bốn bánh bị cấm di chuyển trên đoạn đường này vào buổi sáng từ 6:30 đến 8:30, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.11'}]",Yes/No,,Sai,train_3_22.jpg
train_192,train_3_22,"Người điều khiển xe ô tô khi tham gia giao thông trên đoạn đường này không cần tuân thủ nội dung của biển báo phụ phía dưới biển báo cấm, đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.11'}]",Yes/No,,Sai,train_3_22.jpg
train_193,train_3_22,Nội dung của biển báo cấm trong hình là gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3'}]",Multiple choice,"{'A': 'Xe ô tô bắt buộc phải rẽ phải', 'B': 'Cấm xe ô tô rẽ phải', 'C': 'Xe ô tô được phép rẽ phải', 'D': 'Cấm rẽ phải'}",B,train_3_22.jpg
train_194,train_3_1,Ý nghĩa của số 10 trong biển báo trên là gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}]",Multiple choice,"{'A': 'Tốc độ tối đa phương tiện được phép di chuyển', 'B': 'Chiều cao tối đa cho phép của phương tiện ', 'C': 'Trọng tải tối đa cho phép của toàn bộ xe', 'D': 'Thời gian lệnh cấm có hiệu lực'}",C,train_3_1.jpg
train_195,train_3_1,Nội dung của biển báo trong hình là gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}]",Multiple choice,"{'A': 'Cấm các loại phương tiện giao thông có tải trọng toàn bộ xe vượt quá 10 tấn', 'B': 'Cấm các loại phương tiện giao thông có tải trọng toàn bộ xe dưới 10 tấn', 'C': 'Cấm các loại phương tiện giao thông có tải trọng phân thân xe vượt quá 10 tấn ', 'D': 'Cấm các loại phương tiện giao thông có khối lượng chuyên chở vượt quá 10 tấn '}",A,train_3_1.jpg
train_196,train_3_1,Phương tiện giao thông có đặc điểm nào sau đây bị cấm di chuyển trên đoạn đường có biển báo cấm này ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}]",Multiple choice,"{'A': 'Có chiều cao trên 1,5m', 'B': 'Có chiều dài xe dài hơn 1m', 'C': 'Có tải trọng toàn bộ xe không vượt quá 10 tấn', 'D': 'Có tải trọng toàn bộ xe trên 10 tấn'}",D,train_3_1.jpg
train_197,train_3_5,Các biển báo trong hình thuộc loại biển báo nào ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Multiple choice,"{'A': 'Biển báo nguy hiểm', 'B': 'Biển báo chỉ dẫn trên đường cao tốc', 'C': 'Biển báo hiệu lệnh', 'D': 'Biển báo cấm'}",B,train_3_5.jpg
train_198,train_3_5,"Nội dung của biển báo hình chữ nhật có nền vàng, hình màu đen là gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Multiple choice,"{'A': 'Hướng rẽ trái', 'B': 'Cấm rẽ trái', 'C': 'Hướng rẽ phải', 'D': 'Cấm rẽ phải'}",C,train_3_5.jpg
train_199,train_3_5,"Nội dung của biển báo hình chữ nhật có nền xanh lá cây, chữ màu trắng là gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Multiple choice,"{'A': 'Khoảng cách còn lại đến vị trí nhập làn', 'B': 'Giới hạn tốc độ tối đa khi di chuyển trên đường cao tốc', 'C': 'Chỉ dẫn lối ra của đường cao tốc', 'D': 'Chỉ dẫn về khoảng cách an toàn'}",A,train_3_5.jpg
train_200,train_3_8,"Biển báo trong hình là biển báo cấm đỗ xe, đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Yes/No,,Sai,train_3_8.jpg
train_201,train_3_8,"Biển báo trong hình là biển báo nguy hiểm, đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}]",Yes/No,,Sai,train_3_8.jpg
train_202,train_3_8,"Khi gặp biển báo trong hình, phương tiện giao thông không được phép đi thẳng thuận theo chiều đặt biển báo, đúng hay sai ? ","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Yes/No,,Đúng,train_3_8.jpg
train_203,train_3_22,"Khi di chuyển trên đoạn đường này, khi có cả hiệu lệnh từ người điều khiển giao thông, biển báo hiệu và đèn giao thông thì người tham gia giao thông cần ưu tiên thực hiện hiệu lệnh từ biển báo hiệu, đúng hay sai ? ","[{'law_id': '36/2024/QH15', 'article_id': '11.0'}]",Yes/No,,Sai,train_3_22.jpg
train_204,train_4_14,Biển báo trong hình có ý nghĩa gì?,"[{'law_id': '36/2024/QH15', 'article_id': '9.0'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}]",Multiple choice,"{'A': 'Cấm xe có chiều cao trên 13m đi qua.', 'B': 'Cấm xe có tải trọng trục lớn hơn 13 tấn đi qua.', 'C': 'Cấm xe có tổng trọng lượng lớn hơn 13 tấn đi qua.', 'D': 'Giới hạn tốc độ 13 km/h cho các phương tiện qua cầu.'}",B,train_4_14.jpg
train_205,train_4_1,Biển báo trong hình báo hiệu điều gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Multiple choice,"{'A': 'Báo hiệu sắp tới ngã ba, người điều khiển phương tiện phải nhường đường bên phải.', 'B': 'Báo hiệu sắp tới đoạn đường giao nhau không có tín hiệu đèn.', 'C': 'Báo hiệu sắp tới nơi giao nhau theo kiểu vòng xuyến, phương tiện phải chạy theo vòng.', 'D': 'Biển báo giới hạn tốc độ tối đa.'}",D,train_4_1.jpg
train_206,train_4_9,"Theo biển chỉ dẫn, để đến đường Nguyễn Cơ Thạch, người tham gia giao thông cần đi theo hướng nào?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '35'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 'Rẽ trái', 'B': 'Rẽ phải', 'C': 'Đi thẳng', 'D': 'Quay đầu'}",B,train_4_9.jpg
train_207,train_4_9,Biển chỉ dẫn bên trái ngoài cùng cho phép người điều khiển phương tiện đi theo hướng nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '21'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.13'}]",Multiple choice,"{'A': 'Đi thẳng', 'B': 'Rẽ trái', 'C': 'Cả A và B đều đúng', 'D': 'Cả A và B đều sai'}",C,train_4_9.jpg
train_208,train_4_9,"Theo biển chỉ dẫn, khoảng cách từ vị trí hiện tại đến Bệnh viện Nhiệt Đới là bao nhiêu?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '35'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': '1,5 km', 'B': '5,6 km', 'C': '15,4 km', 'D': 'Không xác định '}",B,train_4_9.jpg
train_209,train_4_2,Xe buýt được lưu thông trên tuyến đường này đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}]",Yes/No,,Đúng,train_4_2.jpg
train_210,train_4_2,Tất cả các loại phương tiện cơ giới được đỗ sau biển trên đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Sai,train_4_2.jpg
train_211,train_4_2,Xe bán tải bị cấm hoạt động từ 6:00 đến 20:00 đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.11'}]",Yes/No,,Sai,train_4_2.jpg
train_212,train_4_12,Biển báo trên cấm loại phương tiện nào rẽ phải?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3'}]",Multiple choice,"{'A': 'Xe ô tô', 'B': 'Xe máy', 'C': 'Xe đạp', 'D': 'Không có phương án nào đúng'}",A,train_4_12.jpg
train_213,train_4_2,Phương tiện nào không được đi vào đường này?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}]",Multiple choice,"{'A': 'Xe tải', 'B': 'Xe từ 0.5T đến 1.5T(trừ xe bán tải)', 'C': 'Cả A và B đều đúng', 'D': 'Cả A và B đều sai'}",C,train_4_2.jpg
train_214,train_4_18,"Bạn đang điều khiển xe ô tô đi đến một đoạn đường có biển báo như hình. Phía trước không có đèn tín hiệu giao thông, nhưng có vạch sơn dành cho người đi bộ. Lúc này, có người đang đứng chờ băng qua đường. Phải xử lý như nào?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.24'}]",Multiple choice,"{'A': 'Tiếp tục chạy với tốc độ bình thường vì người đi bộ chưa bước xuống lòng đường.', 'B': 'Giảm tốc độ, quan sát và nhường đường cho người đi bộ nếu họ chuẩn bị băng qua.', 'C': 'Bấm còi cảnh báo để người đi bộ tránh ra xa.', 'D': 'Chạy nhanh qua để không cản trở người đi bộ.'}",B,train_4_18.jpg
train_215,train_4_4,Muốn đi Mai Sơn phải đi theo hướng nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.5'}]",Multiple choice,"{'A': 'Rẽ phải để đi đường tắt qua thành phố Tam Điệp.', 'B': 'Dừng lại chờ chỉ dẫn từ người điều khiển giao thông.', 'C': 'Đi thẳng theo hướng CT.01 để đến Mai Sơn – Quốc lộ 45.', 'D': 'Quay đầu xe vì không có đường nào đi tiếp.'}",C,train_4_4.jpg
train_216,train_4_15,Bạn hiểu ý nghĩa của biển báo này là gì và cần xử lý như thế nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.3'}]",Multiple choice,"{'A': 'Đường phía trước sẽ mở rộng về bên trái, cần tăng tốc để vượt.', 'B': 'Đường phía trước bị hẹp về bên trái, cần giảm tốc độ và chú ý tránh xe ngược chiều.', 'C': 'Có công trường bên trái, cần rẽ phải để tránh.', 'D': 'Đường phía trước hẹp dần cả hai bên, cần dừng lại nhường đường.'}",B,train_4_15.jpg
train_217,train_4_20,"Nếu muốn chạy với tốc độ tối đa 90 km/h, bạn phải di chuyển vào làn nào?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Multiple choice,"{'A': 'Làn ngoài cùng bên phải', 'B': 'Làn giữa', 'C': 'Làn ngoài cùng bên trái', 'D': 'Bất kỳ làn nào cũng được'}",C,train_4_20.jpg
train_218,train_4_8,Biển báo bên phải trong hình dưới đây có ý nghĩa gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.5'}]",Multiple choice,"{'A': 'Tất cả các loại xe phải chạy không quá 40 km/h.', 'B': 'Xe tải không được chạy quá 40 km/h.', 'C': 'Chỉ xe con được chạy tối đa 40 km/h.', 'D': 'Cấm xe tải chạy với tốc độ dưới 40 km/h.'}",B,train_4_8.jpg
train_219,train_4_11,"Trong tình huống như hình, người điều khiển phương tiện cần thực hiện hành vi nào sau đây là đúng theo quy chuẩn và an toàn giao thông?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.27'}]",Multiple choice,"{'A': 'Tăng tốc để nhanh chóng vượt qua khu vực thi công.', 'B': 'Tiếp tục đi vào khu vực thi công nếu thấy còn đủ không gian.', 'C': 'Quan sát và quay đầu xe hoặc tìm lối đi thay thế vì khu vực đã bị cấm lưu thông.', 'D': 'Bấm còi liên tục để cảnh báo các phương tiện khác trong khu vực thi công.'}",C,train_4_11.jpg
train_220,train_4_11,Biển báo tam giác nền vàng có viền đỏ với hình người đang đào đất trong hình thuộc loại biển báo nào sau đây?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.27'}]",Multiple choice,"{'A': 'Biển cấm.', 'B': 'Biển chỉ dẫn.', 'C': 'Biển hiệu lệnh.', 'D': 'Biển cảnh báo nguy hiểm.'}",D,train_4_11.jpg
train_221,train_4_5,Biển báo trong hình có ý nghĩa gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.4'}]",Multiple choice,"{'A': 'Báo hiệu đoạn đường phía trước là đường một chiều.', 'B': 'Báo hiệu đoạn đường phía trước xe chỉ được đi bên phải.', 'C': 'Báo hiệu đoạn đường phía trước lưu thông hai chiều.', 'D': 'Báo hiệu cấm rẽ trái do lưu lượng giao thông đối diện.'}",C,train_4_5.jpg
train_222,train_4_3,"Khi gặp tổ hợp biển báo như trong hình, người lái xe cần xử lý tình huống như thế nào là đúng?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.24'}]",Multiple choice,"{'A': 'Có thể dừng xe nếu không thấy người đi bộ qua đường.', 'B': 'Dừng xe tại khu vực có biển báo để nhường đường cho người đi bộ.', 'C': ' Không được dừng xe và phải giảm tốc độ, chú ý quan sát người đi bộ.', 'D': 'Chỉ cần chú ý người đi bộ, không quan tâm biển cấm dừng.'}",C,train_4_3.jpg
train_223,train_4_23,Biển báo này có ý nghĩa gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.5'}]",Multiple choice,"{'A': 'Cảnh báo sắp đến đoạn đường có người đi bộ qua.', 'B': 'Cấm các phương tiện đi vào đoạn đường có người đi bộ.', 'C': 'Hiệu lệnh người điều khiển phương tiện phải nhường đường cho người đi bộ.', 'D': 'Đường dành riêng cho người đi bộ, các phương tiện không được đi vào.'}",D,train_4_23.jpg
train_224,train_4_23,Người điều khiển xe máy đi vào đoạn đường có gắn biển báo như hình dưới đây sẽ bị xử lý như thế nào theo quy định hiện hành?,"[{'law_id': '36/2024/QH15', 'article_id': '4.0'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.5'}]",Multiple choice,"{'A': 'Không bị xử phạt vì đường này vẫn cho xe hai bánh lưu thông.', 'B': 'Bị xử phạt vì vi phạm hiệu lệnh biển báo hiệu lệnh.', 'C': 'Chỉ bị nhắc nhở nếu không có người đi bộ trên đường.', 'D': 'Chỉ áp dụng cho ô tô, không áp dụng cho xe máy.\n'}",B,train_4_23.jpg
